1000 2764
590 503 523
142 509 328
406 138 837
926 860 606
433 430 800
805 83 289
396 167 484
596 255 443
818 157 956
309 40 565
630 306 384
550 634 132
602 548 659
541 127 655
217 484 912
348 430 797
39 397 19
135 288 367
935 737 496
672 125 87
988 902 630
516 698 822
283 369 62
48 901 185
843 779 990
946 198 657
93 65 390
376 323 768
502 93 40
825 342 920
195 304 835
75 667 104
685 98 820
450 175 406
960 193 229
995 768 633
745 301 605
724 78 167
577 496 891
125 109 846
892 292 576
883 314 374
209 611 685
66 423 19
915 728 209
294 411 979
943 538 771
315 834 641
611 17 989
665 28 583
584 725 611
342 647 950
244 183 931
940 101 48
844 641 259
77 128 37
50 456 980
217 855 331
126 627 614
19 806 283
712 152 830
621 977 970
371 214 802
963 294 862
954 926 447
241 926 33
461 550 64
782 251 491
228 901 658
560 268 945
980 465 301
946 569 568
508 946 999
770 25 41
449 118 394
394 343 589
211 940 215
269 567 393
697 579 181
717 471 326
906 462 55
47 602 327
476 361 643
383 347 694
970 268 875
437 475 859
59 165 779
100 750 5
920 147 353
5 346 109
571 693 483
967 95 679
449 934 327
989 327 709
676 645 96
273 509 770
548 434 976
902 779 316
522 926 917
685 864 912
252 843 649
334 225 836
402 575 800
277 353 745
442 632 566
306 453 228
777 56 735
324 49 882
522 448 247
323 886 872
726 68 450
627 472 861
233 692 586
930 792 847
433 479 274
863 103 231
872 792 323
431 403 800
946 684 696
16 47 24
917 439 135
130 593 10
368 532 626
499 687 188
351 229 834
322 864 886
636 72 426
833 419 102
565 734 492
184 363 801
309 147 273
529 279 562
881 437 723
899 715 369
37 942 724
73 44 855
539 428 505
431 482 525
886 292 884
175 268 143
996 185 512
74 182 293
983 725 319
338 454 1000
299 53 34
307 663 713
804 225 332
415 805 356
333 503 190
114 41 774
827 187 246
323 806 387
400 164 147
912 512 588
3 535 311
766 649 660
954 585 203
42 936 988
539 262 275
884 908 684
383 632 78
521 939 736
961 933 915
939 115 993
398 812 786
699 26 73
722 390 197
101 936 680
913 334 928
649 457 570
874 143 848
937 155 700
520 763 764
188 703 475
642 272 595
774 802 370
914 727 898
267 221 136
28 663 344
522 801 431
31 945 819
404 546 898
225 850 884
776 395 704
981 930 777
973 854 55
575 60 820
226 11 60
750 351 246
864 759 142
178 76 640
462 734 553
773 920 978
143 511 88
117 374 530
209 779 49
354 304 488
319 848 94
994 691 451
901 2 604
947 492 1000
206 7 237
871 469 231
147 690 133
211 190 226
735 334 194
623 309 672
871 899 767
786 435 124
775 262 128
821 689 413
958 628 26
880 254 257
546 170 532
152 957 694
532 448 436
381 445 111
726 137 183
957 746 262
311 901 945
778 44 500
96 405 555
330 767 262
41 706 597
243 449 775
649 453 90
506 779 849
531 137 542
447 988 888
297 178 743
349 249 811
668 508 275
206 58 525
517 541 824
159 429 223
380 756 384
601 188 145
114 5 689
12 924 454
781 822 56
342 308 958
275 987 974
686 140 963
264 542 753
598 777 785
108 737 691
493 917 451
112 367 262
212 442 131
794 652 918
643 270 616
787 543 774
78 811 417
687 937 92
905 800 987
292 274 708
488 668 915
558 574 496
962 364 440
832 512 363
541 785 62
416 420 401
826 845 728
33 776 514
882 196 14
985 174 880
988 859 933
325 546 725
173 593 821
745 515 795
337 542 369
255 850 266
627 923 689
55 327 690
419 157 569
197 229 422
114 561 225
828 68 850
437 865 890
789 170 642
404 291 963
337 603 620
72 137 18
236 99 497
51 544 596
301 563 673
595 232 758
322 14 938
467 565 287
137 167 722
260 394 999
401 226 533
915 139 493
767 17 905
854 4 619
118 193 193
125 615 293
303 135 952
822 566 24
784 343 976
804 110 826
300 848 3
439 469 76
94 811 728
639 75 74
874 774 993
890 594 177
325 43 523
627 545 696
638 67 910
418 883 447
10 390 981
915 977 583
333 282 320
614 288 204
386 768 676
757 185 234
411 95 91
104 956 295
209 445 89
615 559 674
601 22 597
429 406 496
59 609 926
929 285 225
48 810 715
905 878 852
767 246 320
842 411 681
943 319 525
571 267 739
822 415 397
960 208 487
736 305 633
151 831 96
894 958 496
648 969 618
522 713 884
50 802 957
539 800 272
874 953 264
312 748 703
914 24 95
66 490 435
647 837 425
997 192 478
447 390 832
249 398 826
966 942 860
898 508 129
374 968 724
138 579 88
514 2 881
665 415 883
458 530 568
47 282 392
160 433 367
643 50 113
899 19 462
634 805 991
174 143 487
566 552 55
938 441 862
833 950 91
782 762 410
54 386 163
677 380 565
352 21 399
159 436 74
709 507 132
806 242 12
305 200 299
822 983 524
312 246 854
978 287 282
833 136 910
884 629 547
563 432 799
112 942 847
361 286 245
482 672 93
934 653 273
11 211 87
236 48 839
315 384 210
79 830 11
979 969 47
439 944 746
735 909 819
455 996 538
513 606 52
1 158 907
871 844 365
849 143 555
217 509 910
115 648 206
290 623 619
560 324 75
420 296 316
425 388 419
898 699 194
835 287 822
855 254 334
815 332 257
288 262 464
647 213 165
35 516 556
316 165 196
593 881 450
158 946 114
32 25 126
320 400 498
299 527 259
272 970 745
923 117 349
735 817 858
303 216 571
278 555 428
436 261 355
150 185 328
99 144 470
464 87 790
421 316 593
772 669 641
114 704 721
100 697 400
172 201 903
260 864 601
881 812 663
626 567 796
395 244 49
722 497 428
616 967 812
344 994 742
645 413 93
497 791 200
898 793 743
450 636 647
819 417 215
943 608 612
109 331 210
44 505 764
141 766 915
427 780 659
667 710 443
963 607 910
729 186 738
199 232 124
494 288 30
983 587 360
598 379 741
676 772 463
636 525 261
770 525 323
414 360 505
132 784 410
596 379 814
454 828 162
76 875 620
510 618 104
124 162 388
918 72 736
924 857 603
787 136 120
643 274 60
286 882 869
771 221 846
341 177 309
311 646 805
5 425 123
985 247 398
524 976 415
957 430 386
946 803 507
516 903 972
793 385 162
108 213 663
678 691 325
884 877 172
541 72 125
574 966 42
201 730 961
564 637 694
93 775 283
902 152 423
955 436 290
727 417 414
654 169 265
470 416 854
862 206 863
314 750 942
893 497 786
71 542 209
969 605 327
465 300 462
188 381 703
404 266 570
499 158 3
510 57 833
60 933 10
115 501 675
948 650 714
113 560 20
873 423 912
245 858 486
252 22 710
804 881 63
454 303 157
872 785 32
554 1 234
349 318 140
432 87 862
482 615 355
637 133 188
94 349 532
481 716 907
118 744 602
650 816 843
714 222 651
901 94 987
872 389 533
255 995 717
646 585 500
765 410 201
377 536 248
466 488 114
523 546 516
689 517 60
617 128 974
416 771 88
474 415 209
603 310 169
249 927 533
5 34 385
461 847 677
145 991 343
207 223 82
437 568 92
963 907 405
673 255 114
464 482 998
48 177 211
427 103 989
318 482 257
428 517 119
468 585 248
699 317 685
228 407 545
247 205 534
269 863 580
755 481 168
836 935 444
141 150 941
426 710 69
570 64 755
520 374 189
277 2 665
759 649 782
986 153 954
177 637 585
634 14 349
412 220 2
939 920 330
427 357 730
18 349 73
646 699 34
71 207 454
181 887 858
770 157 150
929 39 281
944 237 401
443 266 571
980 91 468
928 44 194
953 684 342
194 957 793
549 76 729
13 698 85
325 655 895
540 396 708
45 194 241
244 723 754
939 477 305
102 884 740
762 916 62
765 259 215
877 684 929
714 819 171
863 306 635
888 54 126
783 759 988
50 117 799
319 312 640
498 957 952
278 509 73
381 462 576
409 62 235
92 555 607
810 692 875
947 815 322
668 556 185
816 748 206
455 362 221
630 769 360
255 710 930
842 280 819
603 479 256
596 993 597
709 151 745
209 267 395
995 736 336
989 825 159
426 698 548
977 182 935
933 93 971
749 598 504
552 504 9
145 295 479
620 306 228
504 312 377
179 437 992
542 372 541
782 416 462
953 22 585
894 649 547
679 542 348
932 926 316
150 853 221
611 467 923
948 732 870
439 855 462
921 147 569
722 676 58
967 543 188
334 189 181
672 291 122
248 229 803
439 595 243
240 761 680
344 369 166
932 406 133
382 47 871
407 537 634
995 785 643
384 56 636
540 942 631
852 406 556
441 871 65
295 660 568
761 1 293
264 638 37
131 373 444
800 911 400
316 494 377
758 686 807
475 402 385
337 588 479
491 943 162
563 258 195
365 653 265
177 607 101
151 260 309
675 792 704
358 937 662
577 455 996
132 891 858
439 279 539
538 393 4
170 681 210
445 947 344
291 156 438
50 945 134
453 468 637
433 471 303
546 267 420
15 13 116
895 877 445
950 556 196
412 629 731
410 375 854
296 496 171
978 185 284
853 236 641
343 415 341
551 918 970
207 396 671
721 308 783
479 726 817
676 757 816
575 298 115
21 698 268
364 555 113
433 697 415
64 798 342
11 394 744
194 519 997
429 323 991
319 632 407
44 817 102
174 265 709
4 20 930
229 549 601
219 183 75
19 757 406
569 520 984
417 382 387
197 308 94
357 180 35
519 387 686
176 762 92
449 125 510
134 400 715
929 903 210
298 829 966
531 43 243
203 29 914
454 876 157
962 21 119
367 908 838
303 891 273
4 716 774
235 198 167
842 826 25
72 395 504
483 877 603
348 41 755
816 452 478
881 586 396
285 310 466
103 312 660
462 572 547
946 545 43
441 867 455
569 7 529
597 555 802
662 949 66
350 775 157
171 431 468
835 453 120
960 642 363
483 143 122
326 455 514
891 945 607
989 941 926
24 885 816
816 374 452
370 183 872
874 359 935
880 119 434
598 626 93
787 905 614
816 692 493
999 1 623
463 9 335
482 910 239
20 298 810
716 553 312
835 294 247
902 43 299
327 398 832
324 118 797
275 569 316
226 801 119
977 641 585
519 572 108
476 500 511
961 60 598
719 523 652
364 761 407
984 333 289
841 270 30
32 248 712
210 98 485
827 732 472
801 573 276
992 834 663
613 771 950
511 634 477
424 494 23
223 762 471
665 683 951
110 279 235
292 347 362
403 794 641
916 757 866
240 681 313
710 732 598
371 217 342
65 467 122
266 889 44
574 690 993
129 670 353
583 475 242
813 269 519
742 974 996
94 232 444
903 268 410
631 914 351
928 231 787
311 744 477
787 860 546
122 688 237
846 944 786
443 783 813
241 807 100
768 989 348
56 692 695
8 301 750
81 558 852
464 529 415
26 972 935
279 163 273
940 96 808
566 88 155
937 346 508
661 316 305
705 269 132
573 394 500
822 218 456
702 909 331
61 755 161
985 900 344
885 90 170
427 402 238
833 674 966
682 852 270
986 240 65
701 573 456
440 288 714
277 299 358
379 872 772
248 985 771
873 202 618
741 464 121
556 275 907
48 353 875
991 180 330
526 980 712
131 179 76
666 25 60
527 432 856
449 833 952
674 283 972
565 23 239
10 302 475
768 544 219
785 924 495
950 883 569
535 212 762
480 137 58
185 915 3
487 293 902
951 745 21
111 610 270
299 632 869
362 267 316
597 58 722
269 781 685
594 671 444
723 148 781
205 433 34
298 927 529
916 71 447
308 907 457
301 722 761
450 166 676
448 325 148
162 32 888
818 694 757
878 259 233
982 48 293
774 880 456
725 152 252
188 227 91
337 175 610
285 409 547
696 875 440
579 104 465
471 124 205
805 452 65
998 837 493
190 482 681
426 85 873
90 192 693
783 93 240
225 529 999
205 425 960
936 608 675
931 977 174
488 904 264
382 361 236
88 832 123
447 383 763
726 766 513
61 885 377
56 689 346
690 872 819
612 116 383
830 941 842
873 469 366
29 139 545
563 213 553
630 740 829
776 472 912
838 680 221
663 931 480
184 317 935
258 954 865
260 839 656
374 990 524
308 864 92
887 336 303
767 65 293
955 627 737
89 4 457
28 124 178
477 919 878
582 441 306
506 553 137
331 644 941
669 248 585
394 901 580
153 190 373
687 151 401
976 584 627
812 699 743
554 507 433
552 892 671
556 487 824
28 299 732
279 624 300
4 217 911
316 739 191
355 937 599
79 395 698
395 181 279
283 743 318
202 310 775
212 837 239
445 22 766
623 427 782
940 135 640
425 88 255
668 764 824
112 808 636
533 274 638
258 64 267
941 527 818
654 277 541
979 795 382
97 188 585
536 248 349
712 190 613
550 697 406
510 988 90
356 626 732
237 682 636
968 845 100
710 19 269
361 258 503
466 544 168
885 956 306
295 947 576
915 777 547
240 689 257
429 396 189
290 188 741
317 570 223
692 290 356
447 481 898
487 342 66
593 919 957
166 410 287
993 980 688
486 504 402
640 245 342
6 299 422
920 43 300
851 898 479
291 319 646
844 493 178
728 751 856
466 747 934
96 273 760
990 255 706
646 741 692
438 756 242
956 13 966
251 46 353
649 811 994
858 432 281
16 52 148
565 996 231
248 286 920
390 829 199
395 892 898
426 68 396
942 749 997
378 145 623
816 347 818
337 332 104
690 952 16
921 783 263
721 436 975
555 859 635
538 799 393
573 125 718
186 914 958
513 258 467
505 312 648
835 504 929
152 328 487
907 467 264
84 929 339
70 447 217
345 603 334
83 886 225
979 824 646
578 802 542
635 555 237
560 783 711
432 233 938
933 577 932
544 352 952
657 610 538
679 3 637
597 109 294
51 686 645
317 664 943
660 912 643
814 918 148
503 493 449
178 928 145
879 798 875
805 441 135
956 180 385
240 218 997
716 222 979
656 530 681
489 485 442
19 723 884
457 426 594
441 308 944
789 995 963
735 373 125
351 702 48
915 984 493
665 763 227
388 440 271
786 307 23
127 601 481
786 261 310
818 635 94
65 25 377
401 539 672
898 848 550
387 184 902
239 108 603
277 657 19
535 685 880
264 391 98
453 240 127
249 298 727
295 871 295
978 424 768
751 30 630
718 839 510
609 396 87
517 218 19
994 115 522
854 782 184
774 979 33
708 392 91
258 684 463
814 781 171
267 838 194
323 906 379
230 39 68
998 716 1000
835 127 559
452 432 644
116 694 509
761 428 463
448 199 433
713 844 434
777 884 15
483 645 246
402 21 665
740 381 899
490 952 911
599 105 858
139 261 150
703 14 648
857 926 459
965 689 907
717 862 793
585 386 831
75 727 509
162 721 970
842 856 230
568 421 724
27 729 922
126 843 967
254 491 124
44 529 784
53 820 161
381 255 741
33 935 106
560 314 417
529 640 593
242 984 7
310 795 361
876 170 754
676 397 166
439 981 610
740 892 911
106 943 849
702 29 505
709 571 389
896 570 521
544 406 658
613 785 14
792 364 480
831 641 266
624 380 868
453 1000 75
221 685 418
183 887 111
188 572 834
827 715 154
251 301 774
622 253 141
314 81 444
779 323 767
99 603 660
646 109 189
300 455 408
549 271 845
859 592 488
139 520 110
907 598 571
465 218 844
956 856 674
690 627 275
356 218 451
168 450 968
560 411 195
984 236 900
878 774 993
519 740 353
279 875 130
876 905 311
296 867 104
443 103 667
14 760 971
761 669 627
169 840 838
396 540 428
335 383 737
74 367 858
466 396 904
282 809 905
315 600 293
943 41 323
142 538 755
813 903 396
501 279 29
565 209 546
921 874 294
527 444 125
21 674 759
550 554 297
508 783 178
158 336 166
433 921 219
248 412 586
703 52 520
106 107 131
309 785 984
154 119 569
181 291 835
886 767 707
556 963 112
221 54 868
214 665 970
702 446 831
634 623 853
968 666 688
378 822 456
235 811 594
87 585 562
440 957 451
621 444 194
215 597 722
358 343 257
7 368 282
521 236 856
956 316 658
225 501 287
982 637 209
334 854 415
409 421 563
43 401 74
938 244 794
634 926 606
690 929 719
24 493 706
392 854 12
425 319 577
772 403 774
62 620 708
400 493 324
432 72 312
439 928 434
254 471 798
14 758 332
85 594 482
779 367 855
44 654 865
580 205 58
682 377 41
262 703 666
177 215 958
105 618 667
273 851 445
936 968 191
266 523 259
499 167 115
638 759 699
223 337 817
383 401 351
203 104 282
763 858 330
589 23 548
953 118 223
208 838 132
312 328 537
162 673 834
805 548 269
691 155 884
862 669 828
521 2 848
596 634 130
180 357 110
302 129 712
670 640 775
941 298 777
322 850 145
813 786 971
615 903 879
581 690 127
859 340 78
898 862 536
724 735 233
383 86 291
659 566 878
82 471 871
71 260 517
731 304 678
998 986 947
369 543 562
747 904 70
837 486 216
519 483 920
791 238 981
638 779 523
765 215 198
264 336 448
16 431 850
324 20 104
358 45 243
326 224 275
78 411 857
875 921 240
46 805 717
641 61 940
442 307 612
488 885 954
854 473 922
659 682 65
782 576 183
265 20 591
975 313 213
57 907 351
898 56 794
4 6 375
15 406 752
318 315 490
379 509 223
503 865 746
738 707 548
330 1 621
766 191 543
247 623 430
663 54 984
430 926 418
949 234 441
192 897 267
869 203 223
239 604 728
185 418 924
729 588 239
766 727 674
701 331 474
617 676 968
470 893 452
85 623 871
372 926 782
647 971 447
909 767 724
357 480 212
654 865 814
639 667 590
886 81 901
194 242 982
659 782 438
479 547 528
695 521 735
524 567 864
261 437 864
367 950 650
872 574 322
426 683 8
697 24 426
28 109 589
767 27 159
289 124 598
276 565 743
660 295 492
590 346 758
447 660 984
926 529 284
414 430 746
467 746 226
129 952 639
135 754 874
763 715 143
425 897 461
213 708 877
733 799 866
50 94 998
811 641 432
905 304 695
41 877 254
893 160 945
43 670 674
872 34 714
110 255 604
300 690 7
783 506 24
92 883 70
192 465 503
538 320 753
239 753 433
688 714 615
904 164 579
718 373 163
707 818 622
472 587 28
272 579 791
500 584 912
327 164 138
224 382 924
154 77 170
830 811 178
296 293 827
167 874 208
444 355 563
762 198 11
179 846 613
262 371 22
343 759 277
540 49 735
243 155 355
488 450 672
275 890 961
143 306 274
506 863 426
523 756 272
68 892 961
564 524 915
1 669 516
644 615 921
684 935 108
999 496 584
606 919 164
178 897 834
458 249 92
775 720 577
219 837 570
223 983 553
283 314 77
197 875 457
646 761 469
12 604 99
990 16 555
34 719 144
952 957 523
142 469 474
626 130 461
362 596 101
808 231 52
8 290 657
176 499 669
596 251 784
193 531 493
75 897 374
107 452 748
929 185 801
627 294 161
278 961 198
456 195 141
502 479 454
46 443 593
514 902 592
893 296 744
211 775 857
793 810 553
530 844 50
569 944 884
542 354 50
201 691 605
77 225 803
551 921 119
57 434 220
3 900 828
724 208 104
575 333 126
731 893 51
478 724 698
852 116 723
647 806 73
470 365 656
421 134 168
260 966 702
548 640 10
19 950 721
634 646 741
897 252 329
171 469 454
347 445 449
189 51 405
313 862 336
811 531 885
642 842 624
356 246 153
908 13 275
754 970 565
385 706 853
88 576 93
446 945 50
870 872 420
968 126 33
19 305 620
147 827 899
378 754 504
260 650 696
154 420 808
667 30 83
715 674 476
233 446 832
303 583 667
254 260 568
779 387 272
297 107 480
78 38 237
338 168 409
689 690 905
842 117 898
202 700 974
674 381 76
32 106 923
677 224 510
380 142 158
569 302 321
434 312 289
133 864 589
584 770 493
388 299 156
659 301 609
959 349 818
559 909 875
127 962 439
858 692 686
475 996 858
174 229 98
347 513 700
794 944 688
922 579 846
248 899 346
125 499 367
592 176 247
211 158 242
204 89 21
44 459 318
734 736 860
631 740 787
488 268 667
187 728 501
189 41 721
392 634 819
830 408 833
130 698 779
521 845 212
870 370 295
528 824 705
566 73 999
93 596 326
487 185 76
705 837 715
261 768 267
416 753 602
328 313 305
931 21 668
970 759 266
535 748 893
606 239 265
876 382 720
166 663 666
218 575 477
837 88 850
442 577 871
798 856 593
883 890 305
320 22 77
17 597 266
51 365 602
536 814 3
285 313 253
380 908 608
554 411 260
645 554 519
930 569 144
299 131 958
219 383 747
386 541 457
222 737 507
942 748 557
259 76 747
226 858 253
81 52 242
153 286 847
443 967 811
932 187 645
713 660 810
782 906 335
968 621 387
21 286 949
883 868 132
493 895 780
991 647 361
536 839 277
481 730 96
949 658 610
152 942 74
898 808 870
291 427 49
152 574 98
943 316 579
212 726 451
335 557 107
640 548 792
581 343 405
538 22 471
974 582 766
253 771 799
694 162 588
691 96 830
786 935 999
349 686 905
785 156 209
259 759 779
112 859 58
195 426 629
413 839 127
122 229 806
597 124 127
809 357 902
921 145 763
772 957 169
89 117 222
327 208 754
18 94 641
121 18 421
958 73 374
609 558 446
957 423 184
963 605 784
32 466 930
964 102 769
167 35 702
353 655 923
79 349 266
580 608 42
863 488 315
174 475 518
228 499 677
872 13 433
18 229 286
904 725 613
71 697 493
249 798 531
429 992 664
326 379 482
60 554 255
271 415 615
556 992 334
943 57 1
582 518 676
734 686 653
580 474 489
67 198 641
11 757 485
806 920 900
786 286 611
283 181 762
610 106 464
866 809 306
726 136 739
570 311 663
658 732 130
12 967 96
924 143 979
662 229 433
213 218 714
233 250 845
343 768 614
290 723 511
973 805 429
399 141 93
450 73 929
811 792 3
129 120 729
785 497 516
587 467 589
965 864 724
806 322 576
238 589 683
92 199 185
219 984 817
538 278 55
830 140 928
694 977 46
913 42 466
936 307 23
224 152 172
10 671 308
557 348 209
608 668 146
432 173 278
688 466 304
439 785 907
907 715 246
900 458 113
884 816 855
971 1 318
825 49 152
649 670 205
747 152 24
776 62 674
266 109 935
361 545 506
622 699 201
83 816 514
573 714 548
512 247 521
307 512 458
914 973 43
515 386 549
448 850 694
112 198 807
183 129 387
227 564 914
832 645 648
800 684 326
678 814 234
889 431 449
39 129 349
207 873 310
484 350 336
687 828 921
313 443 723
471 824 25
421 166 674
133 19 227
857 994 259
217 861 219
764 752 998
432 96 336
532 850 74
656 918 224
614 344 499
563 952 416
196 558 170
524 894 540
966 31 422
352 419 589
318 451 270
483 454 922
728 284 673
676 415 955
421 356 666
847 700 853
448 353 140
824 173 407
371 91 304
404 52 495
807 728 104
274 938 346
316 269 618
28 154 755
85 27 308
496 752 185
98 829 647
66 63 73
575 603 638
555 435 900
604 134 475
832 683 593
834 939 590
835 395 33
183 113 870
891 558 685
470 383 77
210 468 471
985 22 848
807 26 216
1 699 311
607 525 246
942 198 315
773 164 212
933 725 351
772 400 537
865 712 83
665 689 730
118 461 239
226 432 157
932 157 337
877 65 37
491 537 848
506 772 956
470 890 767
686 880 544
624 310 165
623 173 913
965 59 550
713 922 908
529 791 505
326 662 994
21 398 461
918 314 307
385 327 979
824 552 300
165 188 435
923 406 18
215 697 172
653 425 568
536 927 450
886 14 543
305 951 216
828 796 430
405 134 989
568 988 623
679 753 585
691 683 206
694 374 376
248 489 978
143 827 953
513 945 631
510 427 637
395 619 827
975 938 534
505 468 976
849 636 891
671 216 345
141 989 780
815 302 399
18 497 647
451 746 453
646 767 545
664 926 385
84 85 899
676 774 393
418 293 965
182 929 300
469 904 766
218 241 881
615 416 98
547 900 600
718 566 304
51 512 8
398 731 942
679 62 934
153 665 364
51 821 19
311 36 996
46 345 873
802 869 44
209 483 924
343 543 719
34 185 290
108 387 274
497 795 517
258 184 763
499 844 292
731 576 517
301 889 641
700 289 514
538 954 258
18 183 239
530 683 74
908 571 540
627 257 798
517 413 198
256 563 259
769 157 481
181 495 475
590 671 913
370 880 744
83 155 229
610 590 551
914 737 113
968 389 576
360 469 669
580 472 763
807 361 333
386 113 740
870 426 642
801 554 155
819 748 905
518 957 300
861 410 812
792 13 199
628 197 486
31 670 8
513 936 722
895 562 625
835 607 120
994 146 426
965 179 120
926 933 927
539 942 390
594 791 443
839 99 96
263 390 558
937 878 933
505 33 706
146 534 857
182 619 872
337 974 751
349 977 934
821 868 841
988 916 567
811 290 20
566 332 438
719 643 559
496 70 635
153 80 89
593 668 767
113 594 555
155 907 484
623 25 103
